Gene Symbol,Gene Accession Id,Allele Symbol,Allele Accession Id,Phenotyping Centre,Colony Id,Sex,Zygosity,Phenotype,Comment
Krt5,MGI:96702,Krt5<tm1.1(KOMP)Vlcg>,MGI:5695976,UC Davis,TCPA0608Cre,both,Homozygous , Subviable,
Krt7,MGI:96704,Krt7<tm1b(KOMP)Wtsi>,MGI:5548947,WTSI,MUCU,both,Homozygous , Viable,
Krt74,MGI:3629975,Krt74<tm1b(EUCOMM)Wtsi>,MGI:5637188,MRC Harwell,H-KRT74-H05-TM1B,both,Homozygous , Viable,
Krt76,MGI:1924305,Krt76<tm1a(KOMP)Wtsi>,MGI:4363117,WTSI,MADM,both,Homozygous , Viable,
Krt77,MGI:3588209,Krt77<em1(IMPC)J>,MGI:5576237,JAX,JR25927,both,Homozygous , Viable,
Krt79,MGI:2385030,Krt79<tm2b(KOMP)Wtsi>,MGI:5708243,WTSI,PMBU,both,Homozygous , Viable,
Krt8,MGI:96705,Krt8<tm1b(EUCOMM)Hmgu>,MGI:5612829,ICS,IP00005602a,both,Homozygous , Lethal,
Krt80,MGI:1921377,Krt80<em1(IMPC)J>,MGI:5662436,JAX,JR27793,both,Homozygous , Viable,
Krt83,MGI:3690448,Krt83<tm1b(KOMP)Wtsi>,MGI:5637191,WTSI,MUER,both,Homozygous , Viable,
Krt88,MGI:1913572,Krt88<tm1a(KOMP)Wtsi>,MGI:5085345,WTSI,MFUU,both,Homozygous , Viable,
Krt9,MGI:96696,Krt9<tm1.1(KOMP)Vlcg>,MGI:5572043,JAX,JR25383,both,Homozygous , Viable,
Krt90,MGI:3045312,Krt90<em1(IMPC)J>,MGI:5784550,JAX,JR29496,both,Homozygous , Viable,
Krtap17-1,MGI:1925164,Krtap17-1<tm1.1(KOMP)Vlcg>,MGI:5692751,UC Davis,ET10136,both,Homozygous , Viable,
Kti12,MGI:1923547,Kti12<tm1.1(KOMP)Vlcg>,MGI:5708227,JAX,JR28456,both,Homozygous , Lethal,
Kyat1,MGI:1917516,Kyat1<tm1b(KOMP)Wtsi>,MGI:5692699,BCM,CCBOB,both,Homozygous , Subviable,
Kynu,MGI:1918039,Kynu<em1(IMPC)J>,MGI:5827722,JAX,JR30376,both,Homozygous , Viable,
L3mbtl2,MGI:2443584,L3mbtl2<tm2a(EUCOMM)Wtsi>,MGI:5472695,WTSI,MFPQ,both,Homozygous , Lethal,
L3mbtl3,MGI:2143628,L3mbtl3<em2(IMPC)Tcp>,-,TCP,TCPR0370_ACQI,both,Homozygous , Lethal,
L3mbtl4,MGI:2444889,L3mbtl4<em1(IMPC)Tcp>,-,TCP,TCPR0307_em1,both,Homozygous , Viable,
Lactb,MGI:1933395,Lactb<tm1.1(KOMP)Mbp>,MGI:5613656,HMGU,H4592-DEPD00528_3_A01-1,both,Homozygous , Viable,
Lama1,MGI:99892,Lama1<tm2b(EUCOMM)Hmgu>,MGI:5613672,HMGU,H5057-HEPD0596_1_A03-1,both,Homozygous , Lethal,
Lama4,MGI:109321,Lama4<tm1.1(KOMP)Vlcg>,MGI:5695884,UC Davis,BL3706,both,Homozygous , Viable,
Lama5,MGI:105382,Lama5<tm1b(KOMP)Wtsi>,MGI:5692561,MRC Harwell,H-LAMA5-C10-TM1B,both,Homozygous , Lethal,
Lamb3,MGI:99915,Lamb3<tm1b(KOMP)Wtsi>,MGI:5548979,MRC Harwell,H-Lamb3-C12-TM1B,both,Homozygous , Viable,
Lamc3,MGI:1344394,Lamc3<tm1a(KOMP)Wtsi>,MGI:4364864,WTSI,MDZE,both,Homozygous , Viable,
Lamp5,MGI:1923411,Lamp5<em1(IMPC)J>,MGI:5766991,JAX,JR29245,both,Homozygous , Viable,
Lamtor5,MGI:1915826,Lamtor5<tm1b(EUCOMM)Hmgu>,MGI:5614702,BCM,LAMRB,both,Homozygous , Lethal,
Lancl2,MGI:1919085,Lancl2<tm2b(KOMP)Wtsi>,MGI:5569052,UC Davis,ET8219,both,Homozygous , Viable,
Laptm4a,MGI:108017,Laptm4a<tm1b(EUCOMM)Hmgu>,MGI:5548380,ICS,E184JM8N4-12,both,Homozygous , Viable,
Laptm4b,MGI:1890494,Laptm4b<tm1e.1(KOMP)Wtsi>,MGI:5766156,TCP,TCPM0620Cre,both,Homozygous , Subviable,
Laptm5,MGI:108046,Laptm5<tm1a(EUCOMM)Wtsi>,MGI:4433224,WTSI,MCVF,both,Homozygous , Viable,
Large2,MGI:2443769,Large2<em1(IMPC)Bay>,-,BCM,GYLTB,both,Homozygous , Viable,
Larp1b,MGI:1914604,Larp1b<em1(IMPC)J>,MGI:5901853,JAX,JR30730,both,Homozygous , Viable,
Lars,MGI:1913808,Lars<tm1b(KOMP)Wtsi>,MGI:5637014,WTSI,MUGR,both,Homozygous , Lethal,
Lbp,MGI:1098776,Lbp<tm1b(EUCOMM)Hmgu>,MGI:5636928,MRC Harwell,H-LBP-A07-TM1B,both,Homozygous , Viable,
Lce1f,MGI:1915078,Lce1f<tm1b(KOMP)Wtsi>,MGI:5637025,MRC Harwell,H-LCE1F-B05-TM1B,both,Homozygous , Viable,
Lce1m,MGI:1913453,Lce1m<tm1b(EUCOMM)Wtsi>,MGI:5637007,WTSI,MUGQ,both,Homozygous , Viable,
Lce3c,MGI:2135932,Lce3c<tm2a(EUCOMM)Wtsi>,MGI:5472691,WTSI,MFVV,both,Homozygous , Viable,
Lcn2,MGI:96757,Lcn2<tm1b(KOMP)Wtsi>,MGI:5588291,JAX,JR26023,both,Homozygous , Viable,
Lcp1,MGI:104808,Lcp1<tm1e.1(KOMP)Wtsi>,MGI:5635229,JAX,JR26617,both,Homozygous , Lethal,
Lcp2,MGI:1321402,Lcp2<tm1b(KOMP)Wtsi>,MGI:5766747,ICS,IP00006189a,both,Homozygous , Lethal,
Lct,MGI:104576,Lct<tm1b(KOMP)Wtsi>,MGI:5704514,HMGU,H4607-EPD0624_3_A05-1,both,Homozygous , Viable,
Ldah,MGI:1916082,Ldah<tm1b(EUCOMM)Wtsi>,MGI:5637035,HMGU,HMGU-EPD0564_4_F01-1-1,both,Homozygous , Viable,
Ldha,MGI:96759,Ldha<tm1a(EUCOMM)Wtsi>,MGI:4432392,WTSI,MBCB,both,Homozygous , Lethal,
Ldhb,MGI:96763,Ldhb<tm1b(KOMP)Wtsi>,MGI:5637210,WTSI,MUGM,both,Homozygous , Viable,
Ldlr,MGI:96765,Ldlr<tm1b(EUCOMM)Wtsi>,MGI:5695977,HMGU,H5058-EPD0437_2_F04-1,both,Homozygous , Viable,
Ldlrad1,MGI:3652166,Ldlrad1<tm1b(KOMP)Wtsi>,MGI:5692870,BCM,LRAEB,both,Homozygous , Viable,
Ldlrad4,MGI:1277150,Ldlrad4<tm1b(EUCOMM)Wtsi>,MGI:5636938,WTSI,MUES,both,Homozygous , Viable,
Lef1,MGI:96770,Lef1<tm1.1(KOMP)Vlcg>,MGI:5708280,UC Davis,BL5232,both,Homozygous , Lethal,
Lefty1,MGI:107405,Lefty1<tm1b(KOMP)Wtsi>,MGI:5638562,MRC Harwell,H-Lefty1-D01-TM1B,both,Homozygous , Lethal,
Leo1,MGI:2685031,Leo1<tm1a(EUCOMM)Wtsi>,MGI:4950249,WTSI,MGXR,both,Homozygous , Lethal,
Lep,MGI:104663,Lep<tm1b(EUCOMM)Hmgu>,MGI:5616351,BCM,LEPEB,both,Homozygous , Viable,
Lepr,MGI:104993,Lepr<tm1b(EUCOMM)Wtsi>,MGI:5692557,MRC Harwell,H-LEPR-G08-TM1B,both,Homozygous , Viable,
Leprot,MGI:2687005,Leprot<tm2a(KOMP)Wtsi>,MGI:4364337,WTSI,MENP,both,Homozygous , Viable,
Leprot,MGI:2687005,Leprot<tm2b(KOMP)Wtsi>,MGI:5548880,WTSI,MUAX,both,Homozygous , Viable,
Leprotl1,MGI:1915442,Leprotl1<tm1b(EUCOMM)Hmgu>,MGI:5637030,MRC Harwell,H-LEPROTL1-H12-TM1B,both,Homozygous , Viable,
Lgals3,MGI:96778,Lgals3<tm1b(EUCOMM)Wtsi>,MGI:5548948,MRC Harwell,H-LGALS3-A09-TM1B,both,Homozygous , Viable,
Lgals4,MGI:107536,Lgals4<em1(IMPC)J>,MGI:5779710,JAX,JR29396,both,Homozygous , Viable,
Lgals7,MGI:1316742,Lgals7<tm1a(EUCOMM)Wtsi>,MGI:4432104,WTSI,MEHU,both,Homozygous , Viable,
Lgals7,MGI:1316742,Lgals7<tm1b(EUCOMM)Wtsi>,MGI:5548425,WTSI,MUAQ,both,Homozygous , Viable,
Lgi4,MGI:2180197,Lgi4<tm1.1(KOMP)Vlcg>,MGI:5695950,UC Davis,BL4099,both,Homozygous , Lethal,
Lgmn,MGI:1330838,Lgmn<tm1b(NCOM)Mfgc>,MGI:5766170,TCP,TCPA0680Cre,both,Homozygous , Viable,
Lhcgr,MGI:96783,Lhcgr<tm1(KOMP)Vlcg>,MGI:4399374,MARC,B7-1,both,Homozygous , Viable,
Lhfpl1,MGI:1891214,Lhfpl1<tm1.1(NCOM)Mfgc>,MGI:5766133,TCP,TCPA0786Cre,both,Homozygous , Viable,
Lhx6,MGI:1306803,Lhx6<tm1b(KOMP)Wtsi>,MGI:5572026,UC Davis,BL4317,both,Homozygous , Subviable,
Lifr,MGI:96788,Lifr<tm1b(EUCOMM)Hmgu>,MGI:5548949,MRC Harwell,H-LIFR-B09-TM1B,both,Homozygous , Lethal,
Lima1,MGI:1920992,Lima1<tm1b(KOMP)Wtsi>,MGI:5488778,JAX,JR22302,both,Homozygous , Subviable,
Limch1,MGI:1924819,Limch1<tm1b(EUCOMM)Hmgu>,MGI:5588284,JAX,JR25583,both,Homozygous , Subviable,
Lin28b,MGI:3584032,Lin28b<tm1b(EUCOMM)Hmgu>,MGI:5629322,JAX,JR26507,both,Homozygous , Viable,
Lipe,MGI:96790,Lipe<tm1b(KOMP)Wtsi>,MGI:5692897,UC Davis,BL5160,both,Homozygous , Viable,
Lipn,MGI:1917416,Lipn<tm1.1(KOMP)Vlcg>,MGI:5576043,JAX,JR25518,both,Homozygous , Viable,
Llgl2,MGI:1918843,Llgl2<tm1b(KOMP)Wtsi>,MGI:5635230,JAX,JR26596,both,Homozygous , Lethal,
Lman1l,MGI:2667537,Lman1l<tm1.1(KOMP)Vlcg>,MGI:5585715,JAX,JR25276,both,Homozygous , Viable,
Lmbrd1,MGI:1915671,Lmbrd1<tm1b(EUCOMM)Hmgu>,MGI:5513795,TCP,TCPA0157Cre,both,Homozygous , Lethal,
Lmcd1,MGI:1353635,Lmcd1<em1(IMPC)J>,MGI:5771567,JAX,JR29267,both,Homozygous , Viable,
Lmna,MGI:96794,Lmna<tm1b(EUCOMM)Wtsi>,MGI:5548950,ICS,IP00005431a,both,Homozygous , Lethal,
Lmnb2,MGI:96796,Lmnb2<tm1a(KOMP)Wtsi>,MGI:4362469,WTSI,MAMK,both,Homozygous , Lethal,
Lmo7,MGI:1353586,Lmo7<em1(IMPC)Marc>,-,MARC,Lmo7_cas9_del41,both,Homozygous , Viable,
Lnpep,MGI:2387123,Lnpep<tm1b(KOMP)Wtsi>,MGI:5696923,TCP,TCPA0987Cre,both,Homozygous , Viable,
Lonp1,MGI:1921392,Lonp1<tm1b(EUCOMM)Hmgu>,MGI:5692729,HMGU,HMGU-HEPD0936_3_B11-1-1,both,Homozygous , Lethal,
Lor,MGI:96816,Lor<tm1.1(KOMP)Vlcg>,MGI:5605843,UC Davis,BL4188,both,Homozygous , Subviable,
Loxl1,MGI:106096,Loxl1<tm1.1(KOMP)Vlcg>,MGI:5445673,JAX,JR18563,both,Homozygous , Viable,
Lpar1,MGI:108429,Lpar1<tm1b(EUCOMM)Wtsi>,MGI:5635231,JAX,JR27468,both,Homozygous , Lethal,
Lpar6,MGI:1914418,Lpar6<tm1.1(KOMP)Vlcg>,MGI:5471392,JAX,JR22094,both,Homozygous , Viable,
Lpcat1,MGI:2384812,Lpcat1<tm1b(EUCOMM)Hmgu>,MGI:6120782,MRC Harwell,H-LPCAT1-F10-TM1B,both,Homozygous , Viable,
Lpcat2b,MGI:1918152,Lpcat2b<tm1b(KOMP)Mbp>,MGI:5635235,JAX,JR27380,both,Homozygous , Viable,
Lpgat1,MGI:2446186,Lpgat1<em1(IMPC)J>,MGI:5829401,JAX,JR30431,both,Homozygous , Lethal,
Lpin2,MGI:1891341,Lpin2<tm1b(KOMP)Wtsi>,MGI:5513796,TCP,TCPA0012Cre,both,Homozygous , Subviable,
Lpin3,MGI:1891342,Lpin3<tm1b(KOMP)Wtsi>,MGI:5548504,UC Davis,BL1459,both,Homozygous , Viable,
Lpxn,MGI:2147677,Lpxn<tm1b(EUCOMM)Hmgu>,MGI:5692788,WTSI,PMCF,both,Homozygous , Viable,
Lrat,MGI:1891259,Lrat<tm1.1(KOMP)Vlcg>,MGI:5708196,UC Davis,BL5644,both,Homozygous , Subviable,
Lrba,MGI:1933162,Lrba<em1(IMPC)Wtsi>,MGI:6153482,WTSI,DAFR,both,Homozygous , Viable,
Lrch1,MGI:2443390,Lrch1<tm1b(EUCOMM)Hmgu>,MGI:5630074,JAX,JR25847,both,Homozygous , Viable,
Lrfn2,MGI:1917780,Lrfn2<tm1.1(KOMP)Vlcg>,MGI:5695920,UC Davis,BL4306,both,Homozygous , Viable,
Lrfn3,MGI:2442512,Lrfn3<tm1.1(KOMP)Vlcg>,MGI:5582440,UC Davis,BL4459,both,Homozygous , Viable,
Lrig1,MGI:107935,Lrig1<tm1a(EUCOMM)Wtsi>,MGI:4431776,WTSI,MBHE,both,Homozygous , Viable,
Lrmda,MGI:1923883,Lrmda<tm1e(EUCOMM)Wtsi>,MGI:5006791,WTSI,MGGQ,both,Homozygous , Viable,
Lrmp,MGI:108424,Lrmp<tm1b(EUCOMM)Wtsi>,MGI:5692577,WTSI,PMBO,both,Homozygous , Viable,
Lrp1,MGI:96828,Lrp1<tm1.1(KOMP)Wtsi>,MGI:5494466,JAX,JR22778,both,Homozygous , Lethal,
Lrpprc,MGI:1919666,Lrpprc<tm1a(KOMP)Wtsi>,MGI:4363281,WTSI,MCDF,both,Homozygous , Lethal,
Lrrc10,MGI:2448063,Lrrc10<tm1.1(KOMP)Vlcg>,MGI:5708253,UC Davis,BL5042,both,Homozygous , Viable,
Lrrc15,MGI:1921738,Lrrc15<tm1b(KOMP)Wtsi>,MGI:5493277,JAX,JR23021,both,Homozygous , Viable,
Lrrc2,MGI:1921499,Lrrc2<tm1b(EUCOMM)Wtsi>,MGI:5513798,TCP,TCPA0158Cre,both,Homozygous , Viable,
Lrrc20,MGI:2387182,Lrrc20<tm1.1(KOMP)Vlcg>,MGI:5708244,UC Davis,BL5552,both,Homozygous , Viable,
Lrrc23,MGI:1315192,Lrrc23<tm1a(EUCOMM)Wtsi>,MGI:4944543,WTSI,MGQT,both,Homozygous , Viable,
Lrrc3,MGI:2447899,Lrrc3<tm1b(EUCOMM)Hmgu>,MGI:6120801,ICS,IP00006584a,both,Homozygous , Viable,
Lrrc30,MGI:2685172,Lrrc30<em1(IMPC)Rbrc>,MGI:6148320,RBRC,RIKEN-Lrrc30-B03_,both,Homozygous , Viable,
Lrrc49,MGI:2442689,Lrrc49<tm1b(EUCOMM)Wtsi>,MGI:5646003,JAX,JR27897,both,Homozygous , Subviable,
Lrrc51,MGI:1916608,Lrrc51<tm1b(EUCOMM)Hmgu>,MGI:5616358,BCM,LRRDB,both,Homozygous , Viable,
Lrrc71,MGI:1921735,Lrrc71<tm1a(KOMP)Wtsi>,MGI:4458520,WTSI,MGNQ,both,Homozygous , Viable,
Lrrc8a,MGI:2652847,Lrrc8a<tm1.1(KOMP)Vlcg>,MGI:5708254,UC Davis,BL5613,both,Homozygous , Lethal,
Lrrc8c,MGI:2140839,Lrrc8c<em1(IMPC)Mbp>,MGI:6152509,UC Davis,CR1126,both,Homozygous , Viable,
Lrrc8d,MGI:1922368,Lrrc8d<tm1a(EUCOMM)Wtsi>,MGI:4849425,WTSI,MGZR,both,Homozygous , Viable,
Lrrcc1,MGI:1918960,Lrrcc1<tm1b(EUCOMM)Wtsi>,MGI:5605784,UC Davis,TCPM0630Cre,both,Homozygous , Viable,
Lrrfip1,MGI:1342770,Lrrfip1<tm1.1(KOMP)Wtsi>,MGI:5696891,BCM,LFIPB,both,Homozygous , Subviable,
Lrrk1,MGI:2142227,Lrrk1<tm1b(KOMP)Wtsi>,MGI:5692778,MRC Harwell,H-LRRK1-C01-TM1B,both,Homozygous , Viable,
Lrrk2,MGI:1913975,Lrrk2<tm1.1(KOMP)Mbp>,MGI:5823221,WTSI,PMED,both,Homozygous , Viable,
Lrrtm3,MGI:2389177,Lrrtm3<tm1b(KOMP)Mbp>,-,UC Davis,BL3932,both,Homozygous , Viable,
Lsm11,MGI:1919540,Lsm11<tm1a(KOMP)Wtsi>,MGI:4362146,WTSI,MCKK,both,Homozygous , Lethal,
Lsm14b,MGI:3040677,Lsm14b<tm1b(KOMP)Mbp>,MGI:5694186,WTSI,PMCQ,both,Homozygous , Viable,
Lss,MGI:1336155,Lss<tm1b(KOMP)Wtsi>,MGI:5561557,BCM,LESSB,both,Homozygous , Lethal,
Lss,MGI:1336155,Lss<tm1b(KOMP)Wtsi>,MGI:5561557,HMGU,HMGU-EPD0107_5_E09-1-1,both,Homozygous , Lethal,
Lst1,MGI:1096324,Lst1<tm1.1(KOMP)Vlcg>,MGI:5569039,UC Davis,ET9009,both,Homozygous , Viable,
Lta,MGI:104797,Lta<tm1.1(KOMP)Vlcg>,MGI:5695877,UC Davis,BL4318,both,Homozygous , Viable,
Lta4h,MGI:96836,Lta4h<tm1b(KOMP)Wtsi>,MGI:5692899,MRC Harwell,H-Lta4H-B01-TM1B,both,Homozygous , Viable,
Ltbp1,MGI:109151,Ltbp1<tm1a(EUCOMM)Wtsi>,MGI:4433604,WTSI,MBSE,both,Homozygous , Subviable,
Ltbp2,MGI:99502,Ltbp2<tm2b(KOMP)Wtsi>,MGI:5635878,JAX,JR26929,both,Homozygous , Viable,
Lum,MGI:109347,Lum<tm1.1(KOMP)Vlcg>,MGI:5695885,UC Davis,BL4735,both,Homozygous , Lethal,
Ly6e,MGI:106651,Ly6e<em1(IMPC)Bay>,-,BCM,LYIEB,both,Homozygous , Lethal,
Ly6g6d,MGI:2148931,Ly6g6d<tm1b(EUCOMM)Hmgu>,MGI:6120778,HMGU,HMGU-H5184-HEPD0583_8_F02-1,both,Homozygous , Viable,
Lyn,MGI:96892,Lyn<tm1b(EUCOMM)Hmgu>,MGI:5756074,MRC Harwell,H-LYN-B11-TM1B,both,Homozygous , Viable,
Lypd3,MGI:1919684,Lypd3<tm1.1(KOMP)Vlcg>,MGI:5548620,TCP,BL3368,both,Homozygous , Subviable,
Lypd5,MGI:1924192,Lypd5<em1(IMPC)Marc>,-,MARC,Lypd5_cas9_del65,both,Homozygous , Viable,
Lypd6,MGI:2443848,Lypd6<tm1b(KOMP)Wtsi>,MGI:5583075,UC Davis,BL4231,both,Homozygous , Subviable,
Lypd6b,MGI:1919147,Lypd6b<tm1b(KOMP)Wtsi>,MGI:5548612,UC Davis,BL2359,both,Homozygous , Viable,
Lypla1,MGI:1344588,Lypla1<tm1b(EUCOMM)Hmgu>,MGI:5609345,BCM,LYPAB,both,Homozygous , Viable,
Lyplal1,MGI:2385115,Lyplal1<tm1a(KOMP)Wtsi>,MGI:4363255,WTSI,MFPU,both,Homozygous , Viable,
Lyplal1,MGI:2385115,Lyplal1<tm1b(KOMP)Wtsi>,MGI:5548788,UC Davis,ET4709,both,Homozygous , Viable,
Lyplal1,MGI:2385115,Lyplal1<tm1b(KOMP)Wtsi>,MGI:5548788,MRC Harwell,H-LYPLAL1-A06-TM1B,both,Homozygous , Viable,
Lyrm9,MGI:1913524,Lyrm9<tm1a(KOMP)Mbp>,MGI:5296077,WTSI,MGHA,both,Homozygous , Viable,
Lyst,MGI:107448,Lyst<tm1b(EUCOMM)Wtsi>,MGI:5513800,TCP,TCPA0159Cre,both,Homozygous , Subviable,
Lztr1,MGI:1914113,Lztr1<tm1a(EUCOMM)Wtsi>,MGI:4432946,WTSI,MDLF,both,Homozygous , Lethal,
Lzts1,MGI:2684762,Lzts1<em1(IMPC)Wtsi>,MGI:6152738,WTSI,DADT,both,Homozygous , Viable,
Maats1,MGI:2443598,Maats1<em1(IMPC)Mbp>,MGI:6152510,UC Davis,CR1319,both,Homozygous , Viable,
Macrod1,MGI:2147583,Macrod1<em1(IMPC)Wtsi>,MGI:6140210,WTSI,DAAU,both,Homozygous , Viable,
Macrod2,MGI:1920149,Macrod2<tm1.1(KOMP)Vlcg>,MGI:5445674,JAX,JR18570,both,Homozygous , Viable,
Mad2l2,MGI:1919140,Mad2l2<tm1a(EUCOMM)Wtsi>,MGI:4432091,WTSI,MBYL,both,Homozygous , Lethal,
Maea,MGI:1891748,Maea<tm1b(EUCOMM)Wtsi>,MGI:5588275,HMGU,H4879-EPD0664_2_F07-1,both,Homozygous , Lethal,
Mag,MGI:96912,Mag<tm1.1(KOMP)Vlcg>,MGI:5576044,JAX,JR25187,both,Homozygous , Viable,
Mamld1,MGI:3045303,Mamld1<tm1.1(NCOM)Mfgc>,MGI:5766132,TCP,TCPA0780Cre,both,Homozygous , Viable,
Mamstr,MGI:1921740,Mamstr<tm1b(EUCOMM)Wtsi>,MGI:5637079,WTSI,MUEM,both,Homozygous , Viable,
Man2b2,MGI:1195262,Man2b2<tm1b(KOMP)Wtsi>,MGI:5513801,TCP,TCPA0036Cre,both,Homozygous , Viable,
Man2b2,MGI:1195262,Man2b2<tm1b(KOMP)Wtsi>,MGI:5513801,WTSI,MUAJ,both,Homozygous , Viable,
Maneal,MGI:2684896,Maneal<tm1a(KOMP)Wtsi>,MGI:4362994,WTSI,MBDB,both,Homozygous , Viable,
Map2k2,MGI:1346867,Map2k2<tm1a(EUCOMM)Wtsi>,MGI:4434127,WTSI,MBRP,both,Homozygous , Viable,
Map2k7,MGI:1346871,Map2k7<tm1a(EUCOMM)Wtsi>,MGI:4842504,WTSI,MDXN,both,Homozygous , Lethal,
Map3k1,MGI:1346872,Map3k1<tm1a(KOMP)Wtsi>,MGI:4451248,WTSI,MDDY,both,Homozygous , Subviable,
Map3k10,MGI:1346879,Map3k10<tm1b(EUCOMM)Hmgu>,MGI:5548463,HMGU,Monterotondo-HEPD0635_8_D03-1-1,both,Homozygous , Viable,
Map3k13,MGI:2444243,Map3k13<em1(IMPC)Mbp>,MGI:6152511,UC Davis,CR1375,both,Homozygous , Viable,
Map3k7,MGI:1346877,Map3k7<tm1b(EUCOMM)Wtsi>,MGI:5548462,MRC Harwell,H-Map3k7-B11-TM1B,both,Homozygous , Lethal,
Map3k8,MGI:1346878,Map3k8<tm1b(KOMP)Wtsi>,MGI:5558152,UC Davis,BL3523,both,Homozygous , Viable,
Map4k5,MGI:1925503,Map4k5<tm1b(EUCOMM)Hmgu>,MGI:6120759,BCM,MFKFB,both,Homozygous , Viable,
Mapk1,MGI:1346858,Mapk1<tm1a(EUCOMM)Wtsi>,MGI:4432537,WTSI,MBBC,both,Homozygous , Lethal,
Mapk10,MGI:1346863,Mapk10<tm1a(EUCOMM)Wtsi>,MGI:4842613,WTSI,MDMP,both,Homozygous , Viable,
Mapk11,MGI:1338024,Mapk11<tm1b(EUCOMM)Hmgu>,MGI:5636964,MRC Harwell,H-MAPK11-C08-TM1B,both,Homozygous , Viable,
Mapk15,MGI:2652894,Mapk15<tm1b(EUCOMM)Hmgu>,MGI:5635241,JAX,JR27381,both,Homozygous , Viable,
Mapkap1,MGI:2444554,Mapkap1<tm1a(EUCOMM)Wtsi>,MGI:4820336,BCM,Mapkap1 EPD0609_2_F05-1,both,Homozygous , Lethal,
Mapkap1,MGI:2444554,Mapkap1<tm1b(EUCOMM)Wtsi>,MGI:5548828,BCM,Mapkap1 EPD0609_2_F05-B,both,Homozygous , Lethal,
Mapkapk2,MGI:109298,Mapkapk2<tm1b(EUCOMM)Hmgu>,MGI:5548388,MRC Harwell,H-Mapkapk2-A02-TM1B,both,Homozygous , Viable,
Mapkbp1,MGI:1347004,Mapkbp1<tm1b(EUCOMM)Hmgu>,MGI:5548464,MRC Harwell,H-MAPKBP1-H02-TM1B,both,Homozygous , Viable,
Mapt,MGI:97180,Mapt<tm1b(EUCOMM)Hmgu>,MGI:5615650,ICS,IP00005590a,both,Homozygous , Viable,
Marcks,MGI:96907,Marcks<tm2b(KOMP)Wtsi>,MGI:5692900,BCM,MARSB,both,Homozygous , Viable,
Mars2,MGI:2444136,Mars2<tm1.1(KOMP)Vlcg>,MGI:5608699,JAX,JR26536,both,Homozygous , Lethal,
Marveld2,MGI:2446166,Marveld2<tm1b(EUCOMM)Wtsi>,MGI:5637157,MRC Harwell,H-MARVELD2-G11-TM1B,both,Homozygous , Viable,
Mas1,MGI:96918,Mas1<tm1.1(KOMP)Vlcg>,MGI:5696938,UC Davis,BL3034,both,Homozygous , Viable,
Masp1,MGI:88492,Masp1<tm1.1(KOMP)Vlcg>,MGI:5544601,JAX,JR24759,both,Homozygous , Viable,
Mast1,MGI:1861901,Mast1<em1(IMPC)Marc>,-,MARC,Mast1_cas9_del38,both,Homozygous , Viable,
Mast2,MGI:894676,Mast2<tm1a(KOMP)Wtsi>,MGI:4363089,WTSI,MFRU,both,Homozygous , Viable,
Mast3,MGI:2683541,Mast3<tm1.1(KOMP)Wtsi>,MGI:5635248,JAX,JR26670,both,Homozygous , Viable,
Mat2a,MGI:2443731,Mat2a<tm1b(EUCOMM)Hmgu>,MGI:5550596,RBRC,RIKEN-Mat2a-D11_,both,Homozygous , Lethal,
Matn4,MGI:1328314,Matn4<em1(IMPC)Wtsi>,MGI:6153487,WTSI,DAFL,both,Homozygous , Viable,
Mau2,MGI:1921799,Mau2<tm1b(KOMP)Wtsi>,MGI:5637081,WTSI,MUEG,both,Homozygous , Lethal,
Mbd1,MGI:1333811,Mbd1<em1(IMPC)Wtsi>,MGI:6153488,WTSI,DAAV,both,Homozygous , Viable,
Mbd2,MGI:1333813,Mbd2<em1(IMPC)Bay>,-,BCM,MBDTB,both,Homozygous , Viable,
Mbd5,MGI:2138934,Mbd5<tm1b(EUCOMM)Wtsi>,MGI:5692774,ICS,IP00005858a,both,Homozygous , Lethal,
Mbd6,MGI:106378,Mbd6<tm1.1(KOMP)Vlcg>,MGI:5548367,UC Davis,BL2325,both,Homozygous , Lethal,
Mbl2,MGI:96924,Mbl2<em1(IMPC)Wtsi>,MGI:6140211,WTSI,DABB,both,Homozygous , Viable,
Mboat4,MGI:2685017,Mboat4<tm2b(EUCOMM)Hmgu>,MGI:5613666,BCM,BOATB,both,Homozygous , Viable,
Mboat7,MGI:1924832,Mboat7<tm1b(KOMP)Wtsi>,MGI:5637092,MRC Harwell,H-MBOAT7-C11-TM1B,both,Homozygous , Subviable,
Mbtd1,MGI:2143977,Mbtd1<tm2a(EUCOMM)Wtsi>,MGI:4455993,WTSI,MBRC,both,Homozygous , Subviable,
Mc1r,MGI:99456,Mc1r<tm1.1(KOMP)Vlcg>,MGI:5692921,UC Davis,BL5070,both,Homozygous , Viable,
Mcam,MGI:1933966,Mcam<tm1.1(KOMP)Wtsi>,MGI:5692763,UC Davis,BL2151,both,Homozygous , Viable,
Mccc2,MGI:1925288,Mccc2<em1(IMPC)J>,MGI:5817349,JAX,JR30128,both,Homozygous , Lethal,
Mcf2l,MGI:103263,Mcf2l<tm1a(EUCOMM)Hmgu>,MGI:4436065,WTSI,MFPT,both,Homozygous , Viable,
Mcidas,MGI:3648807,Mcidas<em2(IMPC)Tcp>,-,TCP,TCPR0506_ADBG,both,Homozygous , Viable,
Mcm4,MGI:103199,Mcm4<tm1b(KOMP)Mbp>,MGI:5630062,JAX,JR26602,both,Homozygous , Lethal,
