Gene Symbol,Gene Accession Id,Allele Symbol,Allele Accession Id,Phenotyping Centre,Colony Id,Sex,Zygosity,Phenotype,Comment
Mcmbp,MGI:1920977,Mcmbp<em1(IMPC)J>,MGI:5763071,JAX,JR29126,both,Homozygous , Lethal,
Mcph1,MGI:2443308,Mcph1<tm1a(EUCOMM)Wtsi>,MGI:4431685,WTSI,MBGX,both,Homozygous , Viable,
Mcrs1,MGI:1858420,Mcrs1<tm1.1(KOMP)Vlcg>,MGI:5581465,JAX,JR25386,both,Homozygous , Lethal,
Mctp1,MGI:1926021,Mctp1<em1(IMPC)Mbp>,MGI:6152514,UC Davis,CR1082,both,Homozygous , Viable,
Mcu,MGI:3026965,Mcu<tm1b(EUCOMM)Hmgu>,MGI:5637176,MRC Harwell,H-MCU-B01-TM1B,both,Homozygous , Lethal,
Mcub,MGI:1914065,Ccdc109b<tm1b(KOMP)Mbp>,-,MRC Harwell,H-CCDC109B-F05-TM1B,both,Homozygous , Viable,
Mdk,MGI:96949,Mdk<tm1.1(KOMP)Mbp>,MGI:5493326,JAX,JR23024,both,Homozygous , Subviable,
Mdn1,MGI:1926159,Mdn1<tm1a(KOMP)Wtsi>,MGI:4363099,WTSI,MBEQ,both,Homozygous , Lethal,
Mdp1,MGI:1915131,Mdp1<tm1.1(KOMP)Vlcg>,MGI:5576045,JAX,JR25188,both,Homozygous , Viable,
Me3,MGI:1916679,Me3<tm1b(KOMP)Wtsi>,MGI:5629317,HMGU,HMGU-EPD0153_4_E12-2-1,both,Homozygous , Viable,
Mecr,MGI:1349441,Mecr<tm1a(EUCOMM)Wtsi>,MGI:4432643,WTSI,MBJY,both,Homozygous , Lethal,
Med1,MGI:1100846,Med1<tm3b(EUCOMM)Wtsi>,MGI:5696880,UC Davis,TCPM0988Cre,both,Homozygous , Lethal,
Med10,MGI:106331,Med10<em1(IMPC)J>,MGI:5766989,JAX,JR29244,both,Homozygous , Lethal,
Med11,MGI:1913422,Med11<tm1.1(KOMP)Vlcg>,MGI:5471426,JAX,JR22100,both,Homozygous , Lethal,
Med16,MGI:2158394,Med16<tm1b(KOMP)Wtsi>,MGI:5558160,UC Davis,BL3258,both,Homozygous , Lethal,
Med19,MGI:1914234,Med19<tm1a(EUCOMM)Wtsi>,MGI:4432772,WTSI,MHBB,both,Homozygous , Lethal,
Med20,MGI:1929648,Med20<em1(IMPC)J>,MGI:5643678,JAX,JR27272,both,Homozygous , Lethal,
Med22,MGI:98446,Med22<tm1a(EUCOMM)Wtsi>,MGI:5008031,WTSI,MFHW,both,Homozygous , Lethal,
Med23,MGI:1917458,Med23<em1(IMPC)Wtsi>,MGI:6153490,WTSI,DABC,both,Homozygous , Lethal,
Med25,MGI:1922863,Med25<tm1b(KOMP)Wtsi>,MGI:5615649,ICS,IP00005603a,both,Homozygous , Lethal,
Med28,MGI:1914249,Med28<tm1.1(KOMP)Vlcg>,MGI:5548528,UC Davis,ET7896,both,Homozygous , Lethal,
Medag,MGI:1917967,Medag<tm2b(KOMP)Wtsi>,MGI:5548602,WTSI,MUDW,both,Homozygous , Viable,
Mef2b,MGI:104526,Mef2b<tm2b(EUCOMM)Hmgu>,MGI:5805681,MRC Harwell,H-MEF2B-H11-TM1B,both,Homozygous , Viable,
Meis1,MGI:104717,Meis1<tm1b(EUCOMM)Hmgu>,MGI:5609342,JAX,JR25387,both,Homozygous , Lethal,
Melk,MGI:106924,Melk<tm1a(KOMP)Wtsi>,MGI:4362376,WTSI,MCUN,both,Homozygous , Viable,
Memo1,MGI:1924140,Memo1<tm1a(EUCOMM)Wtsi>,MGI:5008015,BCM,Memo1 EPD0785_3_A06,both,Homozygous , Lethal,
Memo1,MGI:1924140,Memo1<tm1b(EUCOMM)Wtsi>,MGI:5548676,BCM,Memo1 EPD0785_3_A06 HOM,both,Homozygous , Lethal,
Mep1a,MGI:96963,Mep1a<tm1a(KOMP)Wtsi>,MGI:4455495,WTSI,MGTL,both,Homozygous , Viable,
Mepce,MGI:106477,Mepce<tm1.1(KOMP)Vlcg>,MGI:5614581,JAX,JR26290,both,Homozygous , Lethal,
Metrnl,MGI:2384806,Metrnl<tm1b(KOMP)Wtsi>,MGI:5637126,WTSI,MUCO,both,Homozygous , Viable,
Mettl16,MGI:1914743,Mettl16<tm1b(KOMP)Mbp>,MGI:5583061,JAX,JR25852,both,Homozygous , Lethal,
Mettl21c,MGI:3611450,Mettl21c<tm1.1(KOMP)Vlcg>,MGI:5583081,JAX,JR25271,both,Homozygous , Viable,
Mettl22,MGI:2384301,Mettl22<tm1.1(KOMP)Vlcg>,MGI:5703085,JAX,JR28457,both,Homozygous , Viable,
Mettl24,MGI:3045338,Mettl24<tm1a(KOMP)Wtsi>,MGI:4363211,WTSI,MFUB,both,Homozygous , Viable,
Mettl26,MGI:1915597,Mettl26<tm1.1(KOMP)Vlcg>,MGI:5607537,UC Davis,BL5061,both,Homozygous , Viable,
Mettl3,MGI:1927165,Mettl3<em1(IMPC)Tcp>,-,UC Davis,TCPR0368A,both,Homozygous , Lethal,
Mettl7b,MGI:1918914,Mettl7b<tm1.1(KOMP)Vlcg>,MGI:5574603,JAX,JR25516,both,Homozygous , Viable,
Mfap4,MGI:1342276,Mfap4<tm1b(NCOM)Mfgc>,MGI:5766171,TCP,TCPA0704Cre,both,Homozygous , Viable,
Mfn2,MGI:2442230,Mfn2<tm1b(EUCOMM)Wtsi>,MGI:5692821,HMGU,HMGU-EPD0382_7_B07-2-1,both,Homozygous , Lethal,
Mfsd10,MGI:1915544,Mfsd10<tm1.1(KOMP)Vlcg>,MGI:5583062,JAX,JR25185,both,Homozygous , Viable,
Mfsd2a,MGI:1923824,Mfsd2a<tm1b(KOMP)Wtsi>,MGI:5583066,UC Davis,BL4225,both,Homozygous , Subviable,
Mfsd2b,MGI:3583946,Mfsd2b<tm1a(KOMP)Wtsi>,MGI:4362372,WTSI,MAPC,both,Homozygous , Viable,
Mfsd8,MGI:1919425,Mfsd8<tm1b(EUCOMM)Hmgu>,MGI:5637063,MRC Harwell,H-MFSD8-A06-TM1B,both,Homozygous , Viable,
Mgat1,MGI:96973,Mgat1<tm1b(EUCOMM)Hmgu>,MGI:5613671,HMGU,H5059-HEPD0661_3_D04-1,both,Homozygous , Lethal,
Mgat4c,MGI:1914819,Mgat4c<tm1a(EUCOMM)Wtsi>,MGI:4433541,WTSI,MGZS,both,Homozygous , Viable,
Mgat4d,MGI:1914805,Mgat4d<tm1b(KOMP)Wtsi>,MGI:5548545,BCM,MGATB,both,Homozygous , Viable,
Mgl2,MGI:2385729,Mgl2<tm1b(KOMP)Wtsi>,MGI:5548793,UC Davis,BL2813,both,Homozygous , Viable,
Mgme1,MGI:1921778,Mgme1<em1(IMPC)J>,MGI:5825054,JAX,JR30318,both,Homozygous , Viable,
Mgmt,MGI:96977,Mgmt<tm1b(EUCOMM)Wtsi>,MGI:5696939,TCP,TCPA0889Cre,both,Homozygous , Viable,
Mgrn1,MGI:2447670,Mgrn1<em1(IMPC)Tcp>,-,TCP,TCPR0708_ADGZ,both,Homozygous , Viable,
Mgst3,MGI:1913697,Mgst3<tm1a(KOMP)Wtsi>,MGI:4362930,WTSI,MBHU,both,Homozygous , Viable,
Mgst3,MGI:1913697,Mgst3<tm1b(KOMP)Wtsi>,MGI:5548521,WTSI,MGST,both,Homozygous , Viable,
Micalcl,MGI:1918127,Micalcl<em1(IMPC)Tcp>,-,TCP,TCPR0582_ADDD,both,Homozygous , Viable,
Micu1,MGI:2384909,Micu1<tm1bNarl>,-,MRC Harwell,H-Micu1-017-TM1B,both,Homozygous , Subviable,
Micu2,MGI:1915764,Micu2<tm1a(EUCOMM)Wtsi>,MGI:4434182,WTSI,MHBN,both,Homozygous , Viable,
Mier1,MGI:1918398,Mier1<tm1a(EUCOMM)Wtsi>,MGI:4431567,WTSI,MABH,both,Homozygous , Viable,
Miga2,MGI:1922035,Miga2<tm1a(KOMP)Wtsi>,MGI:4362858,WTSI,MBDR,both,Homozygous , Viable,
Mindy1,MGI:1922257,Mindy1<tm1a(EUCOMM)Wtsi>,MGI:4433829,WTSI,MDFC,both,Homozygous , Viable,
Mindy1,MGI:1922257,Mindy1<tm1b(EUCOMM)Wtsi>,MGI:5548651,MRC Harwell,H-FAM63a-H01-TM1B,both,Homozygous , Viable,
Mipol1,MGI:1920740,Mipol1<tm1b(EUCOMM)Hmgu>,MGI:5605791,HMGU,HMGU-HEPD0688_2_F03-2-1,both,Homozygous , Viable,
Mir124a-2,MGI:3618700,Mir124a-2<tm1b(mirKO)Wtsi>,-,ICS,IP00005878a,both,Homozygous , Lethal,
Mir141,MGI:2676826,Mir141<tm1(mirKO)Wtsi>,-,MARC,mirKO_ES_PuDtk_11A2-2,both,Homozygous , Lethal,
Mir143,MGI:2676828,Mir143<tm1(mirKO)Wtsi>,-,MARC,mirKO_ES_PuDtk_10E1-1,both,Homozygous , Lethal,
Mir146,MGI:2676831,Mir146<tm1(mirKO)Wtsi>,-,WTSI,MGKO,both,Homozygous , Viable,
Mir28a,MGI:3619267,Mir28a<tm1(mirKO)Wtsi>,-,MARC,mirKO_ES_PuDtk_5D1-1,both,Homozygous , Viable,
Mir320,MGI:3619332,Mir320<tm1(mirKO)Wtsi>,-,MARC,mirKO_ES_PuDtk_5G1-1,both,Homozygous , Lethal,
Mir429,MGI:3619402,Mir429<tm1(mirKO)Wtsi>,-,MARC,mirKO_ES_PuDtk_10H10-1,both,Homozygous , Lethal,
Mir96,MGI:3619440,Mir96<tm2.2(IMPC)Wtsi>,-,WTSI,TCAA,both,Homozygous , Viable,
Mir96,MGI:3619440,Mir96<tm3.2(IMPC)Wtsi>,-,WTSI,TCAE,both,Homozygous , Viable,
Mis18bp1,MGI:2145099,Mis18bp1<tm1a(EUCOMM)Wtsi>,MGI:4432385,WTSI,MBLK,both,Homozygous , Lethal,
Mkrn2,MGI:1914277,Mkrn2<em1(IMPC)Wtsi>,MGI:6140212,WTSI,DABU,both,Homozygous , Viable,
Mkrn2,MGI:1914277,Mkrn2<tm1b(KOMP)Wtsi>,MGI:5548531,WTSI,MUBL,both,Homozygous , Viable,
Mkrn3,MGI:2181178,Mkrn3<em1(IMPC)Tcp>,-,TCP,TCPR0782_ADKU,both,Homozygous , Viable,
Mks1,MGI:3584243,Mks1<tm1a(EUCOMM)Wtsi>,MGI:4433029,WTSI,MBST,both,Homozygous , Lethal,
Mlc1,MGI:2157910,Mlc1<tm1.1(KOMP)Vlcg>,MGI:5548766,UC Davis,BL3629,both,Homozygous , Viable,
Mlec,MGI:1924015,Mlec<tm1a(EUCOMM)Wtsi>,MGI:4461689,WTSI,MDXK,both,Homozygous , Viable,
Mlh1,MGI:101938,Mlh1<tm1b(EUCOMM)Hmgu>,MGI:5692538,MRC Harwell,H-MLH1-D07-TM1B,both,Homozygous , Viable,
Mlh3,MGI:1353455,Mlh3<tm1.1(KOMP)Vlcg>,MGI:5695903,UC Davis,TCPA0891Cre,both,Homozygous , Viable,
Mllt3,MGI:1917372,Mllt3<tm1b(EUCOMM)Hmgu>,MGI:5548595,MRC Harwell,H-Mllt3-B06-TM1B,both,Homozygous , Lethal,
Mllt6,MGI:1935145,Mllt6<em1(IMPC)Tcp>,-,TCP,TCPR0432_ACXA,both,Homozygous , Viable,
Mlx,MGI:108398,Mlx<tm1.1(KOMP)Vlcg>,MGI:5614589,JAX,JR26881,both,Homozygous , Viable,
Mmaa,MGI:1923805,Mmaa<em1(IMPC)J>,MGI:5825155,JAX,JR30348,both,Homozygous , Viable,
Mmachc,MGI:1914346,Mmachc<tm1.1(NCOM)Mfgc>,MGI:5766143,TCP,TCPA0760Cre,both,Homozygous , Subviable,
Mmd2,MGI:1922354,Mmd2<tm1a(KOMP)Wtsi>,MGI:4950954,MARC,G08-1,both,Homozygous , Viable,
Mmgt2,MGI:2448491,Mmgt2<tm1b(EUCOMM)Wtsi>,MGI:5805685,MRC Harwell,H-MMGT2-A06-TM1B,both,Homozygous , Viable,
Mmp11,MGI:97008,Mmp11<tm1b(EUCOMM)Hmgu>,MGI:6120817,ICS,IP00006605a,both,Homozygous , Viable,
Mmp15,MGI:109320,Mmp15<tm1b(KOMP)Wtsi>,MGI:5605746,BCM,MEMPB,both,Homozygous , Viable,
Mmp16,MGI:1276107,Mmp16<tm1b(EUCOMM)Wtsi>,MGI:5548416,MRC Harwell,H-MMP16-A10-TM1B,both,Homozygous , Viable,
Mmp23,MGI:1347361,Mmp23<tm1.1(KOMP)Vlcg>,MGI:5548468,UC Davis,BL3033,both,Homozygous , Viable,
Mmp8,MGI:1202395,Mmp8<tm1.1(KOMP)Vlcg>,MGI:5471364,JAX,JR22092,both,Homozygous , Viable,
Mmp9,MGI:97011,Mmp9<tm1b(EUCOMM)Wtsi>,MGI:5548952,ICS,IP00005555a,both,Homozygous , Viable,
Mmrn1,MGI:1918195,Mmrn1<tm1b(EUCOMM)Hmgu>,MGI:5548605,MRC Harwell,H-MMRN1-G03-TM1B,both,Homozygous , Viable,
Mms22l,MGI:2684980,Mms22l<tm1a(EUCOMM)Wtsi>,MGI:4433323,WTSI,MAKN,both,Homozygous , Lethal,
Mob2,MGI:1919891,Mob2<tm1b(KOMP)Wtsi>,MGI:5692721,MRC Harwell,H-MOB2-C08-TM1B,both,Homozygous , Lethal,
Mocs2,MGI:1336894,Mocs2<tm1b(EUCOMM)Wtsi>,MGI:5548433,HMGU,HMGU-EPD0560_5_C09-1-1,both,Homozygous , Lethal,
Mogs,MGI:1929872,Mogs<tm1(KOMP)Vlcg>,MGI:3808372,BCM,BCM-10584B-F8-2-1,both,Homozygous , Lethal,
Mogs,MGI:1929872,Mogs<tm1.1(KOMP)Vlcg>,MGI:5637101,BCM,MOGMB,both,Homozygous , Lethal,
Mon1a,MGI:1920075,Mon1a<em1(IMPC)J>,MGI:5662453,JAX,JR27696,both,Homozygous , Viable,
Morc2a,MGI:1921772,Morc2a<em1(IMPC)Wtsi>,MGI:6140214,WTSI,DAED,both,Homozygous , Lethal,
Morc3,MGI:2136841,Morc3<tm1b(EUCOMM)Hmgu>,MGI:5819216,ICS,IP00006469a,both,Homozygous , Lethal,
Morn1,MGI:1924116,Morn1<tm1b(EUCOMM)Wtsi>,MGI:5697311,BCM,MORPB,both,Homozygous , Viable,
Mos,MGI:97052,Mos<tm1.1(KOMP)Vlcg>,MGI:5635170,JAX,JR26594,both,Homozygous , Viable,
Moxd1,MGI:1921582,Moxd1<tm2b(KOMP)Wtsi>,MGI:5502314,JAX,JR23420,both,Homozygous , Viable,
Mpdz,MGI:1343489,Mpdz<em1(IMPC)J>,MGI:5571597,JAX,JR25734,both,Homozygous , Viable,
Mpg,MGI:97073,Mpg<tm1a(EUCOMM)Wtsi>,MGI:4432493,WTSI,MGJL,both,Homozygous , Viable,
Mpig6b,MGI:2146995,Mpig6b<tm1.1(KOMP)Vlcg>,MGI:5569070,UC Davis,ET8735_1,both,Homozygous , Viable,
Mplkip,MGI:1913558,Mplkip<tm1.1(KOMP)Vlcg>,MGI:5569045,UC Davis,ET8255,both,Homozygous , Viable,
Mpo,MGI:97137,Mpo<tm1b(KOMP)Wtsi>,MGI:5548953,MRC Harwell,H-MPO-C03-TM1B,both,Homozygous , Viable,
Mpp6,MGI:1927340,Mpp6<em1(IMPC)Rbrc>,-,RBRC,RIKEN-Mpp6-B06_,both,Homozygous , Viable,
Mpped2,MGI:1924265,Mpped2<em1(IMPC)J>,MGI:5789904,JAX,JR29613,both,Homozygous , Viable,
Mpst,MGI:2179733,Mpst<tm1b(EUCOMM)Hmgu>,MGI:5692799,HMGU,HMGU-HEPD0668_5_E07-1-1,both,Homozygous , Viable,
Mpv17,MGI:97138,Mpv17<em1(IMPC)J>,MGI:5750696,JAX,JR28912,both,Homozygous , Viable,
Mpv17l2,MGI:2681846,Mpv17l2<tm1.1(KOMP)Mbp>,MGI:5707441,UC Davis,BL5331,both,Homozygous , Viable,
Mpz,MGI:103177,Mpz<em1(IMPC)Tcp>,-,TCP,TCPR0238_em1,both,Homozygous , Viable,
Mpzl1,MGI:1915731,Mpzl1<tm1.1(KOMP)Vlcg>,MGI:5695917,UC Davis,BL4203,both,Homozygous , Viable,
Mpzl2,MGI:1289160,Mpzl2<tm1b(EUCOMM)Hmgu>,MGI:5636941,MRC Harwell,H-MPZL2-B11-TM1B,both,Homozygous , Viable,
Mrap2,MGI:3609239,Mrap2<tm1a(EUCOMM)Wtsi>,MGI:4434054,WTSI,MDSU,both,Homozygous , Viable,
Mrgprb2,MGI:2441674,Mrgprb2<em1(IMPC)Tcp>,-,TCP,TCPR0501_ACZS,both,Homozygous , Viable,
Mrgprd,MGI:3033142,Mrgprd<tm1b(EUCOMM)Hmgu>,MGI:5661963,JAX,JR27657,both,Homozygous , Viable,
Mrgpre,MGI:2441884,Mrgpre<tm1.1(KOMP)Vlcg>,MGI:5617260,JAX,JR26537,both,Homozygous , Viable,
Mrgprx1,MGI:3033139,Mrgprx1<em1(IMPC)Tcp>,-,TCP,TCPR0434_ACWN,both,Homozygous , Viable,
Mrm1,MGI:2443470,Mrm1<tm2a(EUCOMM)Wtsi>,MGI:5472694,WTSI,MFRT,both,Homozygous , Subviable,
Mrm3,MGI:1914640,Mrm3<tm1.1(KOMP)Vlcg>,MGI:5516076,JAX,JR24056,both,Homozygous , Lethal,
Mrnip,MGI:1915317,Mrnip<tm1a(EUCOMM)Wtsi>,MGI:4431715,WTSI,MBKT,both,Homozygous , Viable,
Mroh4,MGI:1916689,Mroh4<tm1b(KOMP)Wtsi>,MGI:5637041,WTSI,MUDV,both,Homozygous , Viable,
Mroh9,MGI:1925508,Mroh9<tm1a(EUCOMM)Wtsi>,MGI:5302347,WTSI,MHBC,both,Homozygous , Viable,
Mrpl18,MGI:1914931,Mrpl18<tm1.1(KOMP)Vlcg>,MGI:5703084,JAX,JR28460,both,Homozygous , Lethal,
Mrpl22,MGI:1333794,Mrpl22<tm1b(KOMP)Mbp>,MGI:5603347,JAX,JR26032,both,Homozygous , Lethal,
Mrpl23,MGI:1196612,Mrpl23<em1(IMPC)H>,MGI:6144261,MRC Harwell,H-MRPL23-DEL760-EM1-B6N,both,Homozygous , Viable,Conflicting data
Mrpl23,MGI:1196612,Mrpl23<tm2b(EUCOMM)Wtsi>,MGI:5694166,WTSI,PMCZ,both,Homozygous , Lethal,Conflicting data
Mrpl3,MGI:2137204,Mrpl3<em1(IMPC)J>,MGI:5662430,JAX,JR27695,both,Homozygous , Lethal,
Mrpl33,MGI:2137225,Mrpl33<tm1b(KOMP)Wtsi>,MGI:5692771,BCM,MRTTB,both,Homozygous , Lethal,
Mrpl44,MGI:1916413,Mrpl44<em1(IMPC)J>,MGI:5662419,JAX,JR27691,both,Homozygous , Lethal,
Mrpl47,MGI:1921850,Mrpl47<tm1.1(KOMP)Vlcg>,MGI:5708224,UC Davis,BL5190,both,Homozygous , Lethal,
Mrpl51,MGI:1913743,Mrpl51<tm1.1(KOMP)Vlcg>,MGI:5565611,JAX,JR24942,both,Homozygous , Lethal,
Mrpl58,MGI:1915822,Mrpl58<tm1b(EUCOMM)Hmgu>,MGI:5646002,JAX,JR27987,both,Homozygous , Lethal,
Mrps18c,MGI:1915985,Mrps18c<tm1.1(KOMP)Vlcg>,MGI:5705873,JAX,JR28461,both,Homozygous , Lethal,
Mrps21,MGI:1913542,Mrps21<tm1e(EUCOMM)Wtsi>,MGI:4433908,WTSI,MEJD,both,Homozygous , Lethal,
Mrps22,MGI:1928137,Mrps22<tm1.1(KOMP)Vlcg>,MGI:5705875,JAX,JR28462,both,Homozygous , Lethal,
Mrps25,MGI:1928140,Mrps25<tm1.1(KOMP)Vlcg>,MGI:5445931,JAX,JR18635,both,Homozygous , Lethal,
Mrps5,MGI:1924971,Mrps5<tm1b(EUCOMM)Wtsi>,MGI:5548689,WTSI,MUBK,both,Homozygous , Lethal,
Ms4a3,MGI:2158468,Ms4a3<tm1.1(KOMP)Vlcg>,MGI:5692795,UC Davis,ET9197,both,Homozygous , Viable,
Msantd1,MGI:2684990,Msantd1<tm1.1(KOMP)Vlcg>,MGI:5569075,UC Davis,ET8352,both,Homozygous , Viable,
Msh5,MGI:1329021,Msh5<tm1b(EUCOMM)Wtsi>,MGI:5629311,HMGU,H4886-EPD0638_1_B02-1,both,Homozygous , Viable,
Msmb,MGI:97166,Msmb<tm1b(EUCOMM)Hmgu>,MGI:5703086,BCM,MSMDB,both,Homozygous , Viable,
Mst1,MGI:96080,Mst1<tm1(KOMP)Wtsi>,MGI:4431447,WTSI,MCWP,both,Homozygous , Viable,
Msx1,MGI:97168,Msx1<tm1b(KOMP)Wtsi>,MGI:5463966,JAX,JR18808,both,Homozygous , Lethal,
Mt1,MGI:97171,Mt1<em1(IMPC)Bay>,-,BCM,MTOCB,both,Homozygous , Viable,
Mtch2,MGI:1929260,Mtch2<tm1b(EUCOMM)Hmgu>,MGI:5548706,MRC Harwell,H-Mtch2-C06-TM1B,both,Homozygous , Lethal,
Mtf1,MGI:101786,Mtf1<tm1b(KOMP)Wtsi>,MGI:5515625,JAX,JR24026,both,Homozygous , Lethal,
Mtfmt,MGI:1916856,Mtfmt<tm1a(KOMP)Wtsi>,MGI:4362485,WTSI,MBFN,both,Homozygous , Lethal,
Mthfd1,MGI:1342005,Mthfd1<tm2b(KOMP)Wtsi>,MGI:5751155,BCM,MTHFB,both,Homozygous , Lethal,
Mthfd1l,MGI:1924836,Mthfd1l<tm1a(EUCOMM)Wtsi>,MGI:4434021,WTSI,MBTJ,both,Homozygous , Lethal,
Mthfd2,MGI:1338850,Mthfd2<tm1b(EUCOMM)Wtsi>,MGI:6120705,BCM,MTHDB,both,Homozygous , Subviable,
Mthfd2l,MGI:1915871,Mthfd2l<tm1b(EUCOMM)Wtsi>,MGI:5548566,MRC Harwell,H-MTHFD2L-C08-TM1B,both,Homozygous , Viable,
Mthfsl,MGI:3780550,Mthfsl<tm1b(EUCOMM)Hmgu>,MGI:5548911,HMGU,HMGU-HEPD0550_2_B06-1-1,both,Homozygous , Viable,
Mtmr12,MGI:2443034,Mtmr12<tm1b(KOMP)Wtsi>,MGI:5692827,ICS,IP00005786a,both,Homozygous , Viable,
Mtmr3,MGI:1921552,Mtmr3<tm1b(EUCOMM)Hmgu>,MGI:5630070,JAX,JR25577,both,Homozygous , Viable,
Mtnr1b,MGI:2181726,Mtnr1b<tm1.1(KOMP)Vlcg>,MGI:5548779,UC Davis,BL1997,both,Homozygous , Viable,
Mtor,MGI:1928394,Mtor<tm1a(EUCOMM)Wtsi>,MGI:4432158,WTSI,MAYV,both,Homozygous , Lethal,
Mtpap,MGI:1914690,Mtpap<tm1.1(KOMP)Vlcg>,MGI:5708206,UC Davis,BL5617,both,Homozygous , Lethal,
Mtrf1l,MGI:1918830,Mtrf1l<tm1a(KOMP)Wtsi>,MGI:4363611,WTSI,MBFL,both,Homozygous , Lethal,
Mtss1l,MGI:3039591,Mtss1l<tm1a(KOMP)Wtsi>,MGI:4840989,WTSI,MFDT,both,Homozygous , Viable,
Mturn,MGI:1915485,Mturn<tm1.1(KOMP)Vlcg>,MGI:5548560,UC Davis,BL1996,both,Homozygous , Viable,
Muc3a,MGI:3588263,Muc3a<em1(IMPC)J>,MGI:5776697,JAX,JR29384,both,Homozygous , Viable,
Muc5ac,MGI:104697,Muc5ac<tm2b(EUCOMM)Hmgu>,MGI:5692552,BCM,MUCAB,both,Homozygous , Viable,
Mum1,MGI:1915364,Mum1<em1(IMPC)Tcp>,-,TCP,TCPR0733_ADHJ,both,Homozygous , Viable,
Mustn1,MGI:1913425,Mustn1<tm1b(EUCOMM)Wtsi>,MGI:5692655,BCM,MUSNB,both,Homozygous , Viable,
Mvk,MGI:107624,Mvk<em1(IMPC)Tcp>,-,TCP,TCPR0322_em1,both,Homozygous , Lethal,
Mx1,MGI:97243,Mx1<tm1a(EUCOMM)Wtsi>,MGI:4431734,WTSI,MCKF,both,Homozygous , Viable,
Mxra7,MGI:1914872,Mxra7<tm1b(EUCOMM)Wtsi>,MGI:5548547,MRC Harwell,H-Mxra7-G06-TM1B,both,Homozygous , Viable,
Myb,MGI:97249,Myb<tm1b(KOMP)Wtsi>,MGI:5692903,UC Davis,BL4807,both,Homozygous , Subviable,
Mybbp1a,MGI:106181,Mybbp1a<tm1b(EUCOMM)Hmgu>,MGI:5548364,HMGU,HMGU-HEPD0602_4_G02-1-1,both,Homozygous , Lethal,
Mybphl,MGI:1916003,Mybphl<tm1a(KOMP)Wtsi>,MGI:4364468,WTSI,MEHZ,both,Homozygous , Subviable,
Mybphl,MGI:1916003,Mybphl<tm1b(KOMP)Wtsi>,MGI:5548569,WTSI,MUAF,both,Homozygous , Subviable,
Myd88,MGI:108005,Myd88<tm1a(EUCOMM)Wtsi>,MGI:4434029,WTSI,MAVS,both,Homozygous , Viable,
Myh1,MGI:1339711,Myh1<tm1b(KOMP)Wtsi>,MGI:5617788,JAX,JR26598,both,Homozygous , Viable,
Myh10,MGI:1930780,Myh10<em1(IMPC)J>,MGI:5604248,JAX,JR25812,both,Homozygous , Lethal,
Myh14,MGI:1919210,Myh14<tm1a(EUCOMM)Wtsi>,MGI:4431529,WTSI,MDSK,both,Homozygous , Viable,
Myh7b,MGI:3710243,Myh7b<tm1a(KOMP)Wtsi>,MGI:5013737,WTSI,MGXX,both,Homozygous , Viable,
Myh9,MGI:107717,Myh9<tm1a(EUCOMM)Wtsi>,MGI:4432815,WTSI,MBCS,both,Homozygous , Lethal,
Myl10,MGI:1891705,Myl10<em1(IMPC)Wtsi>,MGI:6153494,WTSI,DAGC,both,Homozygous , Viable,
Myl12b,MGI:107494,Myl12b<tm1a(EUCOMM)Wtsi>,MGI:4433200,WTSI,MBTK,both,Homozygous , Viable,
Myl2,MGI:97272,Myl2<tm1b(EUCOMM)Hmgu>,MGI:5629324,HMGU,H4953-HEPD0819_1_A05-1,both,Homozygous , Lethal,
Mylip,MGI:2388271,Mylip<tm1.1(KOMP)Vlcg>,MGI:5576056,JAX,JR25268,both,Homozygous , Viable,
Mylk4,MGI:3643758,Mylk4<em1(IMPC)J>,MGI:5901850,JAX,JR30729,both,Homozygous , Viable,
Myo10,MGI:107716,Myo10<tm2(KOMP)Wtsi>,MGI:4362966,WTSI,MFQX,both,Homozygous , Viable,
Myo15,MGI:1261811,Myo15<tm1a(EUCOMM)Wtsi>,MGI:4431637,WTSI,MCXD,both,Homozygous , Viable,
Myo18a,MGI:2667185,Myo18a<tm1b(KOMP)Wtsi>,MGI:5513803,TCP,TCPI0163_AASW,both,Homozygous , Lethal,
Myo18b,MGI:1921626,Myo18b<em2(IMPC)Ics>,-,ICS,IP00006603a,both,Homozygous , Lethal,
Myo1d,MGI:107728,Myo1d<em1(IMPC)J>,MGI:5775818,JAX,JR29337,both,Homozygous , Viable,
Myo1h,MGI:1914674,Myo1h<tm1b(KOMP)Wtsi>,MGI:5635249,JAX,JR26985,both,Homozygous , Lethal,
Myo3a,MGI:2183924,Myo3a<tm1b(KOMP)Wtsi>,MGI:5634293,JAX,JR26499,both,Homozygous , Viable,
Myo3b,MGI:2448580,Myo3b<tm1b(EUCOMM)Hmgu>,MGI:5603355,JAX,JR25574,both,Homozygous , Viable,
Myo5a,MGI:105976,Myo5a<tm1a(KOMP)Wtsi>,MGI:5641704,WTSI,MBRR,both,Homozygous , Viable,
Myo5c,MGI:2442485,Myo5c<em1(IMPC)J>,MGI:5812660,JAX,JR30069,both,Homozygous , Viable,
Myo7a,MGI:104510,Myo7a<tm1a(EUCOMM)Wtsi>,MGI:4431921,WTSI,MEBX,both,Homozygous , Viable,
Myo7b,MGI:107709,Myo7b<tm1b(EUCOMM)Hmgu>,MGI:5555872,JAX,JR24673,both,Homozygous , Viable,
